variance,skewness,curtosis,entropy,class
-4.5014,9.5513,7.9801,3.2244,1
0.3154,4.0362,-1.9225,8.1922,1
-4.5785,0.5121,0.6514,-2.2783,0
6.8902,-6.6219,-3.8785,-2.1651,0
-6.0224,5.9576,-5.5658,-9.9676,0
6.8979,6.1366,-4.2587,2.7075,1
0.963,-4.8496,5.4264,-7.9391,0
3.5316,-8.5826,-7.7298,-5.5581,0
8.889,-4.2063,-4.6733,7.0151,1
3.4026,-3.6084,2.489,8.7675,0
1.0934,-5.665,-1.912,7.547,1
9.1561,0.1219,1.7342,3.0971,1
-6.8548,0.001,-8.2648,-0.1537,1
0.5958,7.6149,-9.6503,0.8389,0
2.7095,1.2184,1.9636,4.714,1
2.3299,-4.8124,0.2358,-1.722,1
2.9409,7.7616,-2.3084,4.72,1
-9.4756,-3.3528,-6.2003,-2.1571,1
-3.3777,-9.5226,-2.0603,6.3732,1
-6.6658,5.2797,-1.4661,8.1742,1
8.4631,0.3967,-4.085,-0.7704,1
-5.6516,-5.9494,9.3884,1.4916,1
-4.5356,3.6179,7.9537,1.391,1
1.7599,2.3615,0.7273,5.766,0
6.9503,-4.7987,-9.1662,8.0381,1
-8.3452,3.425,4.4717,7.6093,0
-1.2844,-3.7658,1.6422,-1.2488,1
8.2808,9.7974,1.6114,6.5376,1
-5.004,5.0631,-2.4971,3.1694,0
-1.4973,-3.2275,8.8253,-0.1021,1
-4.1495,-3.6844,5.9069,-0.8555,1
4.8178,-8.9689,-5.6718,-4.9773,1
8.0792,2.8165,-0.2421,2.31,0
7.8614,-2.8201,9.0298,-4.1334,0
-9.8282,5.4786,-5.3255,4.2133,0
-7.8238,8.2482,2.8297,0.2228,0
8.6597,-4.2703,-6.1273,4.4739,1
-4.8145,-1.9348,-6.5258,-5.25,1
-8.679,6.5996,7.2127,-5.5816,0
6.6116,1.0054,4.4104,3.9493,0
3.9517,4.6157,-9.5857,1.0475,0
7.0909,1.8855,7.1074,1.1233,1
5.8245,-1.4609,5.1805,-5.9263,1
6.0224,-0.4755,9.9236,0.73,1
3.3318,2.4365,7.5238,-8.7498,0
5.1695,-9.7691,-8.3029,2.0005,0
9.7444,7.5419,-3.3983,-2.2128,0
-5.9299,-7.3835,6.4311,1.615,1
-8.5226,-7.7595,-6.0482,-0.2079,1
-4.3597,9.0723,-8.1749,-2.636,1
-9.5332,-9.3893,-4.9233,5.8514,0
-5.9586,-2.5191,-9.0081,8.9963,0
3.6755,9.6142,-4.6995,7.8519,0
-7.2917,1.7312,0.6733,-5.7827,1
0.9221,-7.7122,8.5486,9.9265,1
9.0364,-3.2533,-0.3083,-1.2039,0
4.9239,4.4973,6.6743,-0.813,1
-6.6312,7.9756,8.815,-0.6682,1
-9.1974,-3.2358,1.7043,-8.4865,1
-2.7323,-6.7913,-3.576,-2.6643,1
9.1843,-3.0071,3.1948,-6.2845,1
2.2413,-2.2802,0.7136,-6.1727,1
-7.3194,-5.2681,1.0584,2.0185,1
4.6679,-3.8982,5.4077,-5.7133,1
-2.8895,4.3877,-7.777,-8.6215,0
8.872,-2.8791,3.1422,-0.9804,0
9.1612,4.5565,9.8166,5.8292,1
9.8566,1.7938,-1.5861,0.7075,0
-2.7833,-5.5204,-6.5486,1.0769,1
0.9734,-9.1887,-0.5049,-7.4472,1
6.7993,5.6082,0.1131,8.4704,0
-9.1784,1.9677,9.0586,-4.6437,1
-7.031,4.3237,6.2952,-2.4552,0
-8.3645,-8.6933,-7.7981,-4.9038,0
3.9064,9.0044,3.9483,-8.6182,0
7.3973,6.5169,-0.0811,8.5128,0
2.0101,-1.8891,3.5945,-6.5876,0
3.3998,-3.1284,-3.441,-0.9431,1
5.8484,8.635,3.9817,-5.8683,0
-1.1397,-5.6503,2.8839,-7.7963,1
1.1076,6.4866,5.0171,-7.599,1
9.3614,4.9145,6.2853,-1.2021,1
-0.9832,-4.2079,-4.7487,2.9306,1
9.4248,3.4489,2.2637,-3.0649,1
9.0086,8.3112,3.8369,4.2387,1
-1.88,0.7591,-5.9208,2.9315,0
9.7124,-2.2714,-6.4244,6.3994,1
0.3005,-0.4766,7.83,3.0047,1
3.4182,8.0398,8.6739,7.9229,0
-2.1523,5.0973,-3.9106,8.5551,0
-0.4733,-4.0259,-2.9674,0.9248,1
-2.1944,2.8628,8.1372,-5.3869,1
2.2872,9.9072,-4.0311,-1.4394,1
-6.1484,-2.9064,8.9816,-2.441,0
8.215,-5.2865,-8.199,8.5008,1
8.8191,-4.903,1.4759,7.6999,0
-0.6917,-1.5235,-9.0777,1.9569,0
4.2142,-9.3519,-1.0816,6.8278,1
4.9191,-4.9681,6.1801,-6.8056,0
6.555,4.2993,-4.5108,-2.6868,0
-0.5318,-9.0209,-7.3485,8.2894,1
-6.3699,-1.4843,-2.3852,-7.1602,1
0.9521,4.7599,-7.7772,-0.7135,0
-2.3408,6.3857,6.787,-1.8446,0
-5.7709,1.0654,-5.6278,-4.0663,0
9.2416,-5.3467,-3.8245,-4.6015,0
4.6565,8.6285,-4.5776,-0.4032,0
-7.7832,-6.3279,-8.365,-8.4146,0
-3.8662,9.0024,1.4926,1.3651,0
-5.7445,6.1252,-7.1397,4.8872,1
-2.8267,-2.3833,9.8808,-5.5876,0
-1.6584,-9.9183,0.0703,-7.0615,1
2.276,-5.6013,1.9588,7.1596,1
3.3632,-6.3782,4.9864,6.3613,1
-5.3078,-1.7205,6.8338,9.6656,0
-7.7252,5.9585,8.1527,-9.6401,0
0.1373,-7.147,-4.5177,-8.9457,0
-8.0838,-1.3611,-9.5092,-6.9999,0
-3.2073,-4.8425,9.8929,-4.5389,0
2.3891,-7.3142,-8.8655,5.7932,1
4.351,-0.4042,2.7146,-4.4825,0
-3.2117,-8.2199,-9.1535,5.2429,0
-9.498,4.4637,4.2222,-0.4749,0
3.6749,-9.5611,-7.515,-3.1091,1
-7.4468,-5.98,5.4329,-9.2198,0
-9.5817,-5.6714,3.1092,-6.0749,1
6.5047,-3.2379,9.0046,8.6069,1
-4.1639,4.7457,6.4233,8.0709,0
-7.4501,4.6799,-0.5926,3.2143,1
7.9512,9.0647,-3.2623,-0.6548,1
-9.1536,0.7272,5.7337,9.4299,1
3.8437,5.1717,3.7802,-3.0802,0
-0.2582,-4.6186,4.4604,-6.5003,1
5.7185,5.4421,6.3891,-4.1569,0
-3.0332,6.8666,0.9458,1.8426,1
-6.0878,2.6841,-3.1136,8.3319,1
-2.0137,-0.3091,-4.9779,-2.3124,1
-4.9783,9.8602,-6.8271,-3.4776,0
9.1596,7.3187,6.7326,-4.763,1
8.559,4.2082,6.22,7.7792,0
0.7258,-0.8977,-4.8559,-9.6764,0
-6.8737,-6.9211,-9.5704,0.5232,0
5.3596,-8.4129,-8.0612,-1.1772,1
-2.4166,-7.448,-2.1836,-1.0872,1
7.8313,-4.6369,-3.192,-4.4552,0
-8.7079,1.8799,5.779,-7.641,0
5.4064,8.5233,-2.1662,-4.2386,0
2.6083,6.9802,-9.2588,-7.8754,1
-8.244,-5.263,-1.1451,-8.7848,1
3.1545,4.9349,-0.7808,-0.1663,1
8.4899,-4.5088,-9.5841,8.9082,0
6.2863,-6.327,7.4021,-3.9914,0
2.8666,-8.8036,-7.0708,-2.2598,1
-8.0002,-2.4433,4.1181,-0.9576,1
1.9787,-4.4941,0.0022,-6.568,0
6.1324,9.1927,4.8772,-6.5954,1
-4.2127,7.8252,9.0663,-3.6026,1
8.3644,-5.5902,-7.4535,-2.828,1
9.4603,0.8932,7.1333,-8.4669,1
-0.0007,-9.1828,0.7751,6.4013,0
6.9864,7.8312,-1.1918,-0.5744,1
-7.9317,5.3994,-7.8227,-1.4423,1
-2.3221,7.8673,-1.0448,-5.3047,0
-9.7256,6.7666,1.0807,-4.1288,0
-4.4835,1.1536,-1.6742,9.9982,1
2.0374,-7.6028,-7.8419,-1.8919,1
8.7625,8.385,-5.6961,-7.7412,1
-2.8661,3.2278,-1.1069,-0.4605,0
-7.8324,1.4694,-7.7542,-7.984,1
-2.3746,1.2538,-7.0074,8.3665,0
-1.1026,-6.087,-0.3274,6.6752,0
2.7684,8.6851,-1.5958,5.7965,1
-7.6794,1.6123,9.5571,-7.9037,1
-4.8231,0.582,6.6304,-5.7723,0
-3.8255,6.796,-0.069,6.5236,1
-3.8015,4.4239,-1.5619,1.2032,1
-1.8438,-0.478,4.4993,-0.2044,0
-5.9059,0.438,0.6405,9.9816,1
-3.3102,7.197,3.1833,9.8534,0
0.041,6.4346,-2.1469,3.8982,1
2.9176,2.5515,-7.9538,1.5892,1
-5.3472,8.2714,-7.3527,-5.0848,0
7.3915,5.0779,9.7242,-9.6153,0
5.0226,-9.1362,2.3338,-6.7947,0
6.6824,6.9553,2.3001,-6.2398,0
7.9726,-9.0279,-6.9201,-0.5689,1
-6.283,-0.4361,5.4856,4.5286,1
9.8386,-3.5871,-6.468,-7.0274,1
2.9337,-7.0833,-3.98,7.0625,1
0.9634,8.069,9.198,1.2977,1
2.062,0.9816,1.1461,6.4035,0
-3.2929,-2.6831,2.7915,-3.8408,1
-3.0538,-9.026,3.288,4.3465,0
-0.5919,7.3405,-0.3459,1.4793,1
1.6678,5.1536,7.8414,-6.1001,0
-9.3245,5.9306,7.549,3.5792,0
8.4386,-7.0917,1.6317,1.1044,0
-9.06,-1.273,9.6316,4.4141,0
-1.0291,-6.6268,3.7651,-8.8054,1
8.0191,-6.8936,4.2439,-7.968,0
-3.7842,5.4987,-0.4439,3.7572,0
8.799,8.907,9.1882,3.2751,1
2.3478,-4.9662,5.9101,4.214,1
-0.0414,-9.8535,-7.7859,6.5163,1
5.6816,9.6008,-3.1075,-7.486,1
3.2653,0.8086,8.9971,5.9514,1
1.7753,-3.4571,2.5127,7.1385,1
0.6253,-6.2055,-1.4506,5.9468,1
3.1346,5.3547,-9.292,0.4739,1
-7.6108,3.4463,9.4559,-5.0065,1
6.3294,-6.9289,-9.2374,3.4106,1
8.5593,-0.5758,7.6434,6.2244,0
-7.7751,-2.1578,-4.1361,-0.3144,0
-0.4192,6.6662,4.6203,4.3097,1
-3.0082,-9.8111,-5.8476,1.4733,1
1.2995,5.7156,5.5653,1.3158,0
4.72,-1.1827,5.1335,5.7895,0
9.5876,-6.5437,1.7404,5.1047,0
-0.9979,-7.797,-0.6226,-6.6278,0
1.3896,-0.7028,-8.1245,-5.3072,1
3.4258,4.4971,7.1763,2.558,0
-5.8696,-4.9638,-0.9364,5.9079,1
-0.2151,-8.4919,2.0259,-2.8666,0
-6.7974,-9.7688,0.3266,-2.67,1
-7.1218,2.7062,2.5143,-5.0674,1
4.31,9.8669,-2.2573,7.7139,1
-6.8176,8.0157,1.0663,-8.5624,1
9.7802,-6.8509,-0.6559,-1.4612,1
4.202,2.8491,1.2894,-1.1962,0
8.5962,1.0244,1.2517,6.4496,1
-8.3789,-3.1401,-7.1274,9.7887,0
-3.1359,-6.6091,9.8154,-7.1043,1
-5.8862,4.9812,4.9397,-4.0586,0
8.206,-9.8662,-6.0732,2.7174,1
0.0261,-5.9263,-5.9228,4.6113,0
-3.4027,1.1663,6.8501,0.3277,0
-0.6542,3.6519,1.144,-7.631,1
-2.1247,9.6471,5.575,2.7252,1
-7.0246,4.7849,-2.3654,1.2211,1
-5.2645,-1.3051,-7.5979,2.6109,1
-8.6092,-6.6398,6.8862,0.0116,0
2.5902,3.0891,-8.9717,4.4291,0
-4.4167,4.8423,-9.0314,0.1875,1
-4.3891,5.4159,-5.0798,9.6652,0
-8.0694,7.1132,-8.1877,5.4658,1
1.1865,5.3584,-9.818,-9.7162,1
4.0435,-0.1057,0.7005,2.3327,0
4.4304,-9.5993,-3.7485,4.4367,0
-7.1712,-3.3513,1.089,3.1741,1
-5.4368,0.6177,-3.5462,-3.664,1
-7.9705,0.2164,-1.3065,-5.9643,0
4.7706,-2.4311,-7.5727,-3.2258,0
-0.26,-1.4725,-2.2176,-8.2719,0
-6.3013,2.5308,4.7888,-4.2388,0
-0.8182,2.3216,7.3011,-6.2674,1
0.1273,-9.0538,-2.6048,9.9745,0
6.788,-8.9725,0.9225,3.7922,0
3.5215,-6.3443,7.8747,-0.8198,1
-8.5649,-6.446,6.9577,-9.0485,1
-2.885,5.6379,-6.8154,3.9746,0
1.3065,-6.2262,1.0055,8.2373,0
-3.7993,0.172,-6.0154,5.1065,1
9.7544,8.9947,9.753,-8.7156,0
0.921,-9.6604,3.8073,-4.4006,0
1.7105,-2.5469,-0.859,0.2614,0
-7.942,-4.3273,1.9371,-8.2245,0
3.1401,7.0608,-6.728,-7.7929,0
6.3195,-4.117,-9.396,0.3907,0
9.4952,1.6151,-9.7323,3.2856,0
5.871,-1.8191,0.3794,-3.1389,1
2.1096,0.1724,-0.162,7.8213,1
1.7771,-8.2117,2.807,6.8792,0
-7.9249,-0.2837,-5.4878,8.8658,0
5.9341,-6.3734,7.2456,-3.4988,0
1.6631,3.1421,-4.0678,4.6512,1
8.2528,4.4494,-2.3924,8.3457,0
-7.1724,3.3734,2.175,-7.1917,1
-7.4956,-5.9736,-8.7854,4.6906,0
-4.1967,3.1058,1.3757,-0.9542,0
-8.6772,-7.2561,9.298,-6.078,0
-9.5489,-7.8996,5.1736,6.7016,0
-8.1452,-1.1143,2.4481,2.2853,0
9.4191,8.7414,3.1263,-6.7044,1
-4.3599,1.9485,-1.2535,7.7453,0
-3.5482,4.4371,0.1123,0.7735,0
8.2407,-8.9474,2.3742,9.3962,0
9.2223,-3.0258,-4.2738,-8.034,1
-2.372,6.2847,-7.5751,4.5046,1
-6.1084,-2.5224,5.9677,4.7029,1
-9.7146,-0.0951,0.3205,-2.0889,0
9.6033,-1.1011,5.5059,-4.3754,1
5.8815,-4.9012,8.4589,-5.7424,0
3.2115,0.0317,4.76,1.2891,1
-7.6106,9.2379,-9.995,-0.0187,1
6.4132,-9.7819,-9.2644,4.9374,1
8.8658,-8.7781,-6.5302,-9.2174,1
6.8854,-6.8715,5.7072,3.2998,1
5.8811,0.9156,4.0249,2.0926,0
7.4931,-2.9248,-7.6566,2.0161,1
-3.8038,-5.5704,-2.8933,-3.0963,0
3.3636,6.3986,-3.0898,0.425,0
-4.5148,-5.1138,-5.9386,2.0274,1
5.4702,-4.5414,-9.5057,5.925,1
5.0991,-1.8077,4.9119,-3.2521,0
1.1988,-0.3138,4.1797,-6.6549,0
-5.0831,-1.2177,5.9177,1.7598,0
-8.2102,9.1709,-5.5508,4.1119,0
-6.7126,1.9812,8.0832,-8.3114,0
3.7775,8.7416,9.3116,5.9059,1
2.6093,4.387,-8.9819,9.9752,0
4.3937,-3.0945,7.624,6.5359,1
0.5961,3.7225,9.8146,5.0843,0
-1.8066,0.0117,3.6352,-6.2995,0
9.7085,8.8693,-6.5231,-6.7635,0
-2.0572,2.5192,8.4003,-6.298,0
-0.4157,4.4639,8.2974,0.1796,1
2.9551,7.2445,-0.9168,4.4099,0
-0.502,8.4809,6.3777,-9.5625,0
-6.7596,-2.967,0.5121,9.827,0
9.3859,5.1941,1.0182,-5.1479,1
7.5277,7.5625,9.456,-9.6844,1
-4.7836,-5.836,-4.7984,4.1336,1
3.1612,9.6983,-7.3986,3.9687,0
-7.3592,-5.4255,6.5835,-9.9457,1
4.5778,-1.295,-4.2314,-9.0012,0
0.0366,-0.3729,1.8957,-3.7838,0
1.4657,2.6604,1.4521,-9.4415,0
-0.0615,5.9702,-8.6598,0.9932,1
-0.8257,3.684,1.2696,-5.3665,0
-4.493,7.4231,-1.4533,2.1582,0
7.044,-6.1924,-7.7748,0.1518,0
-3.0642,-0.7865,8.0358,7.7402,0
9.958,0.9714,-6.6123,0.5479,0
8.4766,6.9345,0.6936,-9.4669,0
9.465,-6.6668,7.1234,-6.6951,1
1.2228,4.5719,8.2696,-8.3306,0
-0.1645,-2.7523,3.5328,-7.5092,0
-1.4687,9.7203,-1.2473,3.6124,0
-1.7145,0.8603,6.3063,-2.2784,1
-5.1818,-4.9673,-9.2409,-9.3968,0
-8.5792,-7.8949,-7.2665,-8.5832,0
7.8628,-0.7591,1.4117,6.4361,0
-5.6602,2.3703,-4.5181,-5.4417,1
-5.3518,-7.9259,-1.9832,-1.7373,1
-8.8982,7.0385,-6.0826,-9.716,0
3.2248,-8.8172,-0.9973,-3.9683,1
-2.0908,8.0757,-3.8187,-4.5246,1
2.9877,4.5837,-0.2257,5.6961,1
-7.9818,-8.0239,8.7279,5.7106,1
7.903,6.6352,-4.8622,-5.9181,0
-4.1131,-7.7054,-7.4216,-5.1515,1
-9.78,-0.3689,-7.0324,-9.4925,1
5.7014,1.0112,6.1482,-8.5262,1
-9.4084,-1.4219,7.5896,-3.1259,1
8.7089,8.9436,-7.8745,-6.2465,1
1.8222,8.2875,5.3879,-4.8864,1
-2.4354,-4.8096,4.5352,-8.0292,0
5.8795,9.0526,6.2173,-3.0781,1
-1.6194,0.1345,3.299,-0.5445,1
-4.9612,-6.4671,-7.2767,2.6896,0
-2.8045,6.7498,0.2983,-6.2434,1
-1.1637,-7.1892,-4.1075,6.6279,1
7.1462,1.2268,-2.8342,0.0462,1
-6.2405,0.7993,-5.3264,1.4234,0
2.9607,-0.509,0.746,3.1413,0
-1.4357,-1.9019,-6.9061,5.9569,1
7.2365,8.6147,-8.4185,2.4251,1
2.3727,-0.8533,-6.0644,7.1704,1
-4.3902,4.7715,-7.9843,-2.1188,0
8.6751,2.3622,3.4596,-9.3936,0
-5.5093,5.4318,-8.0358,-0.7925,0
4.2891,-4.5667,-8.3648,-0.0806,1
-6.2147,-8.7172,5.1804,-2.3242,1
5.3645,8.1551,1.9917,3.5863,1
-7.3058,-5.4176,-6.712,7.1529,0
5.4965,-0.6708,7.3297,-2.0901,1
-1.8018,-5.5316,0.5849,4.2316,0
-9.7072,-2.0502,-9.9626,8.2282,0
-0.918,-1.6532,-2.4873,-2.2063,0
1.7013,9.6837,-6.8096,-1.3646,1
1.6108,1.1304,4.6779,-7.1386,1
-7.1305,0.4537,-3.5643,6.8392,0
4.6904,5.8366,4.7226,-7.4441,1
8.4437,0.3491,-6.7782,7.091,1
3.4628,-6.9744,3.4798,3.1411,0
-0.9721,0.8199,2.9198,-4.2945,0
3.8741,-6.9371,-2.7043,2.8633,1
-3.541,4.826,8.3382,-2.1528,1
8.6278,9.2056,-0.5967,0.5074,0
-0.551,-5.1875,-7.7972,-9.0155,1
0.6885,5.1622,6.4202,-0.0726,1
-8.4437,1.0141,-7.9456,-5.7376,0
2.1677,3.6892,8.3578,6.4835,0
-8.0741,-7.6831,-2.9816,-6.0099,0
7.976,-3.8015,6.3281,8.905,0
3.7474,4.9882,-9.0322,-8.5881,0
-2.1272,-5.7124,6.6373,1.6241,1
6.9881,7.0566,5.3326,-7.7412,1
-6.7021,0.2849,-1.9957,-9.7464,1
8.7385,-2.2258,-6.734,6.4131,1
4.5606,-9.8619,5.2549,1.2302,1
0.4461,-5.833,-4.9172,-8.3147,0
-4.2311,-6.8474,6.2364,7.8576,0
2.9179,5.6815,-6.2211,-1.9354,0
-5.8155,4.8855,7.1308,-1.2323,1
-6.6007,4.5601,-4.8587,2.9748,1
1.3926,-2.6221,-2.9784,1.9252,0
9.2289,-9.4839,-7.5122,-4.7963,0
9.5859,8.1713,-1.7555,7.9127,1
3.93,-7.4632,-0.5312,-7.7998,0
-4.2807,0.7396,8.4609,3.9007,1
9.1786,5.3459,3.4651,2.4415,0
-4.8795,3.7311,9.2606,-8.3641,1
4.357,-9.9893,6.4942,6.4511,1
3.1393,6.8606,-4.5096,-2.4398,0
-2.6105,-7.644,-5.1487,-6.8213,0
-1.4282,3.6812,6.1892,3.102,0
-3.554,-4.3379,-7.0726,0.1085,0
-9.7989,-8.0794,2.6186,-1.1377,1
7.9956,-5.2524,8.6839,-9.8783,0
2.2189,-2.6225,-5.6656,-4.8377,1
-4.4318,6.1768,-0.3776,8.62,1
-9.9851,-6.9758,1.1565,-4.4873,1
-9.5051,-4.59,7.7903,-8.2158,1
-9.5251,-8.7351,8.9991,9.5262,0
-3.9503,-8.8587,-2.8566,-8.9509,1
-5.7702,-2.7208,-1.0537,3.8307,1
-2.2541,-2.7556,-7.9306,-6.5224,1
-6.5634,1.522,9.5699,5.8446,1
-8.9632,1.8859,5.8837,0.95,0
-3.7729,7.1125,-8.7034,-6.7113,0
-0.4194,-8.3851,-1.953,-6.8383,1
-5.9536,2.4556,-1.5595,-9.3456,1
8.6629,0.9101,2.3742,6.3332,0
-7.4198,3.8214,-8.4134,-7.3726,0
-9.5148,3.307,-4.9965,8.5992,0
-9.8064,9.6899,-3.5949,0.4906,0
1.4884,7.7295,-5.674,7.4392,0
1.8543,9.4978,-4.9714,9.6674,1
-7.5389,-8.8551,-9.0531,-5.8049,1
-5.88,0.3906,-5.4089,1.6866,1
4.1806,-8.0631,-8.5269,8.1952,1
-0.9429,0.0319,-0.18,-2.2557,0
3.3011,-2.4724,-1.3608,-4.3288,1
-7.1126,8.6743,-6.6059,5.5277,1
5.2165,-8.8391,-9.0074,-5.5514,0
-5.9097,-8.0909,4.3484,-3.1428,0
1.1996,0.4424,-0.4907,-1.6165,0
4.5042,6.2307,6.795,-8.2048,1
-9.2765,1.9761,2.016,9.3596,0
-3.8287,8.5317,-4.3173,-2.2737,1
3.043,-3.0141,-9.4781,-2.2029,0
6.0438,8.8075,6.9448,0.8733,0
0.1821,-1.8427,-8.4982,4.1486,1
-8.5238,-6.6595,6.3784,8.7641,0
1.9468,5.9854,4.2094,-2.1806,0
-2.9974,-0.4199,3.3714,-8.3834,1
2.1448,-9.8957,0.7984,5.3986,1
3.5177,-4.0255,-7.619,0.507,1
-9.3616,5.1205,-7.7309,6.713,1
9.4524,-6.9741,-8.554,5.3644,0
-4.7076,6.0505,-6.0058,8.7964,1
3.9326,-4.3511,4.6665,-2.2672,1
-4.0876,1.8108,-4.995,2.0318,0
5.9325,5.777,7.6163,-6.4466,0
-4.9724,-7.03,-6.6001,-0.4845,1
9.3001,4.0461,3.6994,7.2249,1
1.6456,-2.5638,-0.19,-9.5653,1
-2.4188,-3.5731,1.2317,-3.2434,1
-0.4787,3.9829,-4.5532,-8.888,0
6.1279,0.2028,5.3519,4.3802,1
-7.8679,-9.3605,-3.5915,-6.2366,1
-5.309,-1.7382,-2.1564,-5.5593,1
-3.5162,1.5715,3.5959,5.5065,1
1.0893,-4.2655,-4.8924,-2.7767,1
-9.6339,-8.7902,8.6781,8.1015,1
-5.368,4.5138,-8.2091,1.6357,0
6.3113,-8.2421,-3.4975,-6.7161,1
4.9383,7.4195,-3.1742,0.6174,0
9.6464,-5.7448,4.8061,-1.1458,1
-3.4915,7.329,-7.2113,-1.6589,0
5.0354,6.8217,2.221,5.2052,0
-6.096,7.1677,1.5068,-1.7539,1
2.0425,-2.8578,-6.0001,5.9054,0
0.0216,9.986,-4.5482,-9.9506,0
-3.7606,1.3778,2.601,-6.6762,0
-2.8724,-9.1209,-4.2894,-9.141,1
2.2748,0.7493,-1.8478,9.1187,1
-4.7487,3.6366,6.9683,-7.3098,1
-4.049,-3.9415,0.3495,-4.9216,1
-8.196,4.5567,-6.6284,-9.9447,1
4.9474,-0.0652,-1.9226,-7.5014,0
1.405,6.9785,9.6513,-0.3847,0
-6.7373,-5.4235,4.093,-1.3902,0
-4.4802,-7.6078,-9.0692,-9.3002,1
8.6,-6.8277,7.9749,3.5583,1
2.6537,2.8034,8.7221,1.1908,0
-7.9513,1.7494,-1.7128,7.3022,1
-5.9326,7.6947,-7.1508,-4.9764,0
2.4373,3.7054,9.3732,2.9369,0
9.8403,3.8833,0.6881,3.0296,1
9.6653,1.0183,-4.2174,6.0226,0
7.4635,-2.6424,5.1645,-9.8962,0
0.3747,-4.8918,3.5962,-4.1993,0
0.1419,3.8563,-3.1478,-6.0803,0
7.21,5.481,-0.5444,-7.9599,1
6.1326,-7.5294,5.8291,0.0276,0
-2.1052,1.8865,-1.9624,3.2535,1
-2.1764,-0.1927,6.5612,-9.0012,0
-9.2662,0.1232,8.6008,5.5277,1
-2.3981,8.1585,-4.0558,-3.7665,1
7.0554,-2.9671,0.1254,3.6076,1
3.0818,0.1476,-4.3808,-5.7692,1
7.8612,-3.4889,5.5491,8.3647,1
3.4413,-8.6726,9.5105,-2.4522,0
-2.8655,7.6835,7.8493,1.6057,0
5.813,-3.0581,7.2128,-4.1782,1
9.7351,6.2297,1.8301,5.6781,0
6.2724,-2.9719,-3.005,5.7874,0
-6.365,5.5399,-7.5701,-9.6268,0
0.6585,-8.6316,1.4148,3.6231,1
4.4076,-0.918,6.8669,2.6931,0
9.4781,-0.7393,-2.6011,-8.9216,1
-0.5353,9.8507,7.4807,9.8828,1
-4.506,3.079,7.923,-8.2937,1
-9.7117,-2.9347,2.8628,-7.5496,0
1.4904,5.0671,-7.9722,-0.1741,1
2.2253,-3.9519,-5.3404,8.1,0
-4.6097,7.3042,-3.6802,7.3619,0
7.5382,-0.5162,2.5057,-8.9325,1
3.0801,-5.4309,-6.8102,2.5284,1
-2.9175,-1.5181,-8.2639,3.2091,1
-8.3985,-3.0482,-1.2114,-9.2183,1
-3.9107,4.8645,4.3786,-0.3548,1
-9.5905,8.4914,6.1903,-4.7712,1
6.2959,-3.3524,-6.6742,-9.6315,1
3.7115,-9.6464,-2.9732,5.597,0
9.2576,-2.9624,4.2398,-3.7164,0
-0.8179,6.845,-5.8458,3.2896,1
-0.1552,0.3025,7.5815,-4.5508,0
-7.8288,-5.2723,5.6296,6.8133,0
-6.9751,-7.4355,9.4661,5.4625,0
0.0982,3.6032,-6.2145,4.4812,1
3.4862,-6.0699,-1.2236,2.4942,0
-4.5957,-6.646,8.8064,-3.601,0
8.0234,-7.075,2.9753,4.9943,0
4.3922,-5.3556,-6.3517,1.5793,0
2.9115,-4.7128,-3.2136,-1.7616,1
9.1153,4.8082,-5.5195,3.1578,1
-5.5617,-6.8806,-9.768,4.161,0
1.1368,-1.4214,-7.0966,-3.4094,0
-6.5233,4.7792,-5.7547,8.2881,0
5.4391,8.1315,7.581,1.9524,1
6.1451,-3.9352,6.2838,-2.2674,1
-1.1616,1.1071,1.6186,1.8484,1
6.0676,-5.0356,-0.1267,6.5829,0
0.7186,7.0388,3.1254,-6.7125,0
7.8525,7.8357,-8.1788,-3.3198,1
3.0862,9.4959,-5.307,-5.933,1
2.8207,0.923,-6.2219,1.9032,0
-1.1649,0.7418,-8.456,-8.8079,0
8.0701,-3.143,-5.4806,2.9997,0
9.6686,-0.2947,-5.9759,3.4032,0
1.052,6.1673,9.8231,4.5437,0
-8.3182,-3.3574,-1.2437,-5.5485,0
-9.4268,9.2807,-6.6068,0.2522,0
-9.246,8.9423,-0.0742,5.8189,1
8.633,6.5397,-3.2247,-5.2407,0
9.872,-7.341,-4.1532,4.2938,0
-8.2066,-2.6026,-3.6951,-0.8663,1
3.8361,4.4795,6.323,4.5128,0
-0.2594,3.7718,0.498,-1.7891,1
-2.2012,0.8852,-3.851,2.6717,0
3.6335,-8.9106,-8.5272,-6.5331,0
-4.118,5.7387,4.4032,-3.7379,0
3.7688,7.3134,6.2399,-8.7813,1
4.7834,0.3477,0.7034,-4.1905,0
1.1945,7.3363,-5.5827,-9.3704,1
-5.1708,9.6189,6.7655,0.7452,0
-9.4506,3.9226,-1.4524,-0.2205,1
4.3972,-0.6178,-1.4384,5.4139,0
-6.9891,-6.3958,-6.8682,3.6751,0
3.358,-1.114,5.6732,8.7645,0
-4.0194,8.6121,-7.2067,1.4741,0
-3.0766,3.8507,9.5199,-3.9938,1
-3.8479,-0.702,4.1033,-8.5004,1
-1.5198,0.8588,4.7957,-8.4741,1
3.8781,-7.7049,0.7646,-8.4813,1
6.19,-2.9105,-6.3305,-1.1127,1
3.4977,-6.8454,9.1393,-3.1611,0
1.4854,3.5656,-5.6195,8.2563,1
